figure,panel,point_id,plot_group,task,dataset,model,method_control,method_treatment,external_method,attribution_class,rank,mapping,n,seed_ids,primary_metric,control_mean,treatment_mean,paired_change,ci_low,ci_high,development_or_confirmation,source_file,source_key,source_sha256,main_or_supp,reason_for_inclusion,selection_used_treatment_outcome
5,a,lora_ke_250_r32_immediate_efficacy,"rank 32, 250 edits",sequential knowledge editing,ZsRE,Qwen2.5-7B-Instruct + LoRA,LoRA,LoRA+SSR,,direct SSR attribution,32,SSR on LoRA-B output rows,10,12131;12132;12133;12134;12135;12136;12137;12138;12139;12140,immediate efficacy gain (pp),42.28,49.8,7.520000000000001,1.4000000000000028,12.480000000000004,independent confirmation,source_data/ke_lora_cosmos/summary.json,cohorts.rank32_shared_250.rank_summaries.32.curves[-1].metrics.immediate_efficacy,22fa263aaa7644d52e3500c37b49d0bca1007be7c8ad3fdaa43583966194381a,main,all ten independent paired seeds retained at the plotted edit horizon,no; coefficient frozen before the confirmation cohort
5,a,lora_ke_250_r32_immediate_rephrase,"rank 32, 250 edits",sequential knowledge editing,ZsRE,Qwen2.5-7B-Instruct + LoRA,LoRA,LoRA+SSR,,direct SSR attribution,32,SSR on LoRA-B output rows,10,12131;12132;12133;12134;12135;12136;12137;12138;12139;12140,rephrase gain (pp),32.24,36.36000000000001,4.120000000000001,1.0000000000000013,7.24,independent confirmation,source_data/ke_lora_cosmos/summary.json,cohorts.rank32_shared_250.rank_summaries.32.curves[-1].metrics.immediate_rephrase,22fa263aaa7644d52e3500c37b49d0bca1007be7c8ad3fdaa43583966194381a,main,all ten independent paired seeds retained at the plotted edit horizon,no; coefficient frozen before the confirmation cohort
5,a,lora_ke_250_r8_immediate_efficacy,"rank 8, 250 edits",sequential knowledge editing,ZsRE,Qwen2.5-7B-Instruct + EasyEdit LoRA,LoRA,LoRA+SSR,,direct SSR attribution,8,SSR on LoRA-B output rows,10,12131;12132;12133;12134;12135;12136;12137;12138;12139;12140,immediate efficacy gain (pp),54.279999999999994,68.72,14.439999999999998,7.920000000000004,19.839999999999996,independent confirmation,source_data/ke_lora_v36/confirmation_summary.json,rank_summaries.8.curves[-1].metrics.immediate_efficacy,89451f2d4c62129630b01b6f4f851aaa353a41cb3ec2ae6b05e8c726d3666bca,main,prespecified 250-edit cohort with all ten paired seeds,no; coefficient selected on disjoint development orders
5,a,lora_ke_250_r8_immediate_rephrase,"rank 8, 250 edits",sequential knowledge editing,ZsRE,Qwen2.5-7B-Instruct + EasyEdit LoRA,LoRA,LoRA+SSR,,direct SSR attribution,8,SSR on LoRA-B output rows,10,12131;12132;12133;12134;12135;12136;12137;12138;12139;12140,rephrase gain (pp),35.44,43.64,8.200000000000001,3.8000000000000007,12.720000000000002,independent confirmation,source_data/ke_lora_v36/confirmation_summary.json,rank_summaries.8.curves[-1].metrics.immediate_rephrase,89451f2d4c62129630b01b6f4f851aaa353a41cb3ec2ae6b05e8c726d3666bca,main,prespecified 250-edit cohort with all ten paired seeds,no; coefficient selected on disjoint development orders
5,f,voc_primary_trajectory_auc_comparisons_all_miou,primary cohort,continual semantic segmentation,PASCAL VOC 2012 10-1,rank-8 history decoder,LowRank,LowRank+SSR,,direct SSR attribution,8,cosine,10,12401;12402;12403;12404;12405;12406;12407;12408;12409;12410,all-mIoU trajectory AUC gain (pp),,,1.071014552266748,0.8612261903413351,1.2376884204373526,prespecified primary confirmation,data/lowrank_confirmations/v24_summary.json,trajectory_auc_comparisons.lowrank_ssr_vs_lowrank.all_miou,6976182de312a0cec61b32ba4378af8a4e56f1de9483808345e697c6450a73b7,main,complete prespecified primary ten-seed retention endpoint,no
5,f,voc_primary_trajectory_auc_comparisons_old_miou,primary cohort,continual semantic segmentation,PASCAL VOC 2012 10-1,rank-8 history decoder,LowRank,LowRank+SSR,,direct SSR attribution,8,cosine,10,12401;12402;12403;12404;12405;12406;12407;12408;12409;12410,old-mIoU trajectory AUC gain (pp),,,0.9367881146251036,0.7456136425380656,1.1493195666285045,prespecified primary confirmation,data/lowrank_confirmations/v24_summary.json,trajectory_auc_comparisons.lowrank_ssr_vs_lowrank.old_miou,6976182de312a0cec61b32ba4378af8a4e56f1de9483808345e697c6450a73b7,main,complete prespecified primary ten-seed retention endpoint,no
5,f,voc_primary_final_comparisons_all_miou,primary cohort,continual semantic segmentation,PASCAL VOC 2012 10-1,rank-8 history decoder,LowRank,LowRank+SSR,,direct SSR attribution,8,cosine,10,12401;12402;12403;12404;12405;12406;12407;12408;12409;12410,final all-class mIoU gain (pp),,,0.8056056339908841,0.2698848796050629,1.2917846450304171,prespecified primary confirmation,data/lowrank_confirmations/v24_summary.json,final_comparisons.lowrank_ssr_vs_lowrank.all_miou,6976182de312a0cec61b32ba4378af8a4e56f1de9483808345e697c6450a73b7,main,complete prespecified primary ten-seed retention endpoint,no
5,f,voc_primary_final_comparisons_old_miou,primary cohort,continual semantic segmentation,PASCAL VOC 2012 10-1,rank-8 history decoder,LowRank,LowRank+SSR,,direct SSR attribution,8,cosine,10,12401;12402;12403;12404;12405;12406;12407;12408;12409;12410,final old-class mIoU gain (pp),,,0.7308777709063965,0.06462421958129322,1.32733853749044,prespecified primary confirmation,data/lowrank_confirmations/v24_summary.json,final_comparisons.lowrank_ssr_vs_lowrank.old_miou,6976182de312a0cec61b32ba4378af8a4e56f1de9483808345e697c6450a73b7,main,complete prespecified primary ten-seed retention endpoint,no
5,f,voc_primary_final_comparisons_old_boundary_iou,primary cohort,continual semantic segmentation,PASCAL VOC 2012 10-1,rank-8 history decoder,LowRank,LowRank+SSR,,direct SSR attribution,8,cosine,10,12401;12402;12403;12404;12405;12406;12407;12408;12409;12410,final old-class Boundary IoU gain (pp),,,0.6163898188479374,0.06659135241374348,1.3062424607801482,prespecified primary confirmation,data/lowrank_confirmations/v24_summary.json,final_comparisons.lowrank_ssr_vs_lowrank.old_boundary_iou,6976182de312a0cec61b32ba4378af8a4e56f1de9483808345e697c6450a73b7,main,complete prespecified primary ten-seed retention endpoint,no
5,h,voc_qualitative_2010_003362,qualitative,continual semantic segmentation,PASCAL VOC 2012,rank-8 history decoder,LowRank,LowRank+SSR,,descriptive qualitative,8,,1,"seed 13401, increment 10",pixel-level outcome,,,,,,frozen replication checkpoint,artifacts/fig6f_stronger_case_2010_003362,2010_003362,b0241c094f72b5a48ac94090e818d0fa83869446e7f993d7d7cf7c02dfe3c07d,main,Deterministic 96-case pool generated from GT and LowRank control; post-hoc paired-output screen for display clarity only,yes (post-hoc display screen)
