edit_count,family,metric,baseline_mean,ssr_mean,delta_mean,delta_ci95_low,delta_ci95_high
50,performance,history_efficacy,3.2,3.8,0.6,-0.4,1.6
50,performance,pre_edit_output_consistency,37.62586131691933,37.59383447468281,-0.03202684223651886,-0.2070367420092225,0.1420730133540928
50,performance,immediate_efficacy,85.6,91.6,6.0,2.8,8.8
50,performance,immediate_rephrase,30.6,33.6,3.000000000000001,-4.199999999999998,9.6
50,performance,immediate_portability,35.24961645465769,35.138570057306495,-0.1110463973511937,-3.1179478668165306,2.00581240944846
50,performance,immediate_locality_target_consistency,12.721661671661673,14.021332001332002,1.2996703296703294,-1.1297460317460302,4.007559218559217
50,geometry,effective_rank,7.039597998878786,7.007329221601997,-0.03226877727678854,-0.07564279668299224,0.02083520333149567
50,geometry,effective_rank_fraction,0.8799497498598482,0.8759161527002496,-0.004033597159598568,-0.009466962219947686,0.0025191907045830266
50,geometry,near_row_cosine,-0.00014025370362397943,0.420758351450786,0.42089860515441,0.4156682637155668,0.42600607156408626
50,geometry,surround_row_cosine,0.0016142464454203167,0.07448907967710901,0.0728748332316887,0.07055631224574167,0.07554240116372236
50,geometry,center_surround_contrast,-0.0017545001363292356,0.34626927098392374,0.34802377112025296,0.34476729826856173,0.3510340588117236
50,geometry,kernel_alignment,-0.0010675490736543583,0.6542414292826184,0.6553089783562728,0.6509469972772092,0.6590618775298609
100,performance,history_efficacy,1.8,1.9,0.1,-0.2,0.4
100,performance,pre_edit_output_consistency,38.11442669481039,37.768899984657764,-0.34552671015262604,-0.751943361479789,-0.0012070750817658729
100,performance,immediate_efficacy,78.2,86.7,8.5,4.8,12.1
100,performance,immediate_rephrase,29.8,30.7,0.9000000000000007,-5.299999999999999,7.2
100,performance,immediate_portability,33.47812070315439,33.878205226942924,0.400084523788534,-1.249935307045958,1.8231877782647476
100,performance,immediate_locality_target_consistency,11.578762348762348,12.831774336774336,1.253011988011987,-0.28817881424131403,3.0665679598179563
100,geometry,effective_rank,7.125986964202353,7.0954083738582465,-0.03057859034410528,-0.0688626393143621,0.01319633546152302
100,geometry,effective_rank_fraction,0.8907483705252941,0.8869260467322808,-0.00382232379301316,-0.00852532791539228,0.0016021709556558572
100,geometry,near_row_cosine,0.00014431879282515828,0.556774850828307,0.5566305320354817,0.5496058331074474,0.5640535699432353
100,geometry,surround_row_cosine,0.0018734056392986532,0.1904420198390393,0.1885686141997407,0.18366675547446334,0.19358936786933295
100,geometry,center_surround_contrast,-0.0017290868655046713,0.3663328320719302,0.36806191893743484,0.3655416352068174,0.37070543517933274
100,geometry,kernel_alignment,-0.0007486695689716986,0.7146830333263747,0.7154317028953464,0.712013364420241,0.7193887971499829
